SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 12% ALC,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 19%,PF 19% ALC,"PF 19,5%","PF 19,5% ALC",PF 20%,PF 20% ALC,"PF 20,5%",PF 21%,PF 21% ALC,PF 22%,PF 22% ALC,PMC Sem Imposto,PMC 0%,PMC 12%,PMC 12% ALC,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 19%,PMC 19% ALC,"PMC 19,5%","PMC 19,5% ALC",PMC 20%,PMC 20% ALC,"PMC 20,5%",PMC 21%,PMC 21% ALC,PMC 22%,PMC 22% ALC,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2022,TARJA,DESTINAÇÃO COMERCIAL 
ACEBROFILINA,83.874.628/0001-43,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,517113100013304,1038501090021,7898109241959,    -     ,    -     ,LISOMUC,5 MG / ML XPE CT FR PET AMB X 120 ML + COP,R5C - EXPECTORANTES,Similar,Regulado,21.32,21.32,24.23,24.23,25.69,25.69,25.84,25.84,26.00,26.00,26.32,26.32,26.48,26.48,26.65,26.65,26.82,26.99,26.99,27.33,27.33,29.47,29.47,33.50,33.50,35.51,35.51,35.72,35.72,35.94,35.94,36.39,36.39,36.61,36.61,36.84,36.84,37.08,37.31,37.31,37.78,37.78,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Não
ACEBROFILINA,83.874.628/0001-43,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,517120090013207,1038501090048,7898109241263,    -     ,    -     ,LISOMUC,10 MG / ML XPE CT FR VD AMB X 100 ML + COP ,R5C - EXPECTORANTES,Similar,Regulado,25.72,25.72,29.23,29.23,30.99,30.99,31.18,31.18,31.37,31.37,31.75,31.75,31.95,31.95,32.15,32.15,32.35,32.56,32.56,32.97,32.97,35.56,35.56,40.41,40.41,42.84,42.84,43.10,43.10,43.37,43.37,43.89,43.89,44.17,44.17,44.45,44.45,44.72,45.01,45.01,45.58,45.58,Não,Não,Não,Não,,Positiva,Não,- (*) ,Sim
ACEBROFILINA,83.874.628/0001-43,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,517113100013604,1038501090056,7898109241935,    -     ,    -     ,LISOMUC,10 MG / ML XPE CT FR PET AMB X 120 ML + COP,R5C - EXPECTORANTES,Similar,Regulado,30.87,30.87,35.08,35.08,37.19,37.19,37.42,37.42,37.65,37.65,38.11,38.11,38.35,38.35,38.59,38.59,38.83,39.08,39.08,39.58,39.58,42.68,42.68,48.50,48.50,51.41,51.41,51.73,51.73,52.05,52.05,52.68,52.68,53.02,53.02,53.35,53.35,53.68,54.03,54.03,54.72,54.72,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Não
ACEBROFILINA,17.115.437/0001-73,LABORATORIO GLOBO SA,517618010025206,1053501960011,7899620912748,    -     ,    -     ,ACEBROFILINA,5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED,R5C - EXPECTORANTES,Genérico,Regulado,14.52,14.52,16.50,16.50,17.49,17.49,17.60,17.60,17.71,17.71,17.93,17.93,18.04,18.04,18.15,18.15,18.26,18.38,18.38,18.62,18.62,20.07,20.07,22.81,22.81,24.18,24.18,24.33,24.33,24.48,24.48,24.79,24.79,24.94,24.94,25.09,25.09,25.24,25.41,25.41,25.74,25.74,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,17.115.437/0001-73,LABORATORIO GLOBO SA,517618010025306,1053501960021,7899620912731,    -     ,    -     ,ACEBROFILINA,10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED,R5C - EXPECTORANTES,Genérico,Regulado,17.27,17.27,19.63,19.63,20.81,20.81,20.93,20.93,21.06,21.06,21.32,21.32,21.45,21.45,21.59,21.59,21.72,21.86,21.86,22.14,22.14,23.87,23.87,27.14,27.14,28.77,28.77,28.93,28.93,29.11,29.11,29.47,29.47,29.65,29.65,29.85,29.85,30.03,30.22,30.22,30.61,30.61,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS SA,552922100151103,1057300190017,7896658047084,    -     ,    -     ,MELYSSE,10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML,R5C - EXPECTORANTES,Similar,Regulado,31.44,31.44,35.73,35.73,37.88,37.88,38.11,38.11,38.34,38.34,38.81,38.81,39.06,39.06,39.30,39.30,39.55,39.80,39.80,40.31,40.31,43.46,43.46,49.39,49.39,52.37,52.37,52.68,52.68,53.00,53.00,53.65,53.65,54.00,54.00,54.33,54.33,54.68,55.02,55.02,55.73,55.73,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS SA,552922100151203,1057300190025,7896658047077,    -     ,    -     ,MELYSSE,5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML,R5C - EXPECTORANTES,Similar,Regulado,23.61,23.61,26.83,26.83,28.45,28.45,28.62,28.62,28.79,28.79,29.15,29.15,29.33,29.33,29.51,29.51,29.70,29.89,29.89,30.27,30.27,32.64,32.64,37.09,37.09,39.33,39.33,39.57,39.57,39.80,39.80,40.30,40.30,40.55,40.55,40.80,40.80,41.06,41.32,41.32,41.85,41.85,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS SA,552922100151303,1057300190033,7896658046919,    -     ,    -     ,MELYSSE,10 MG/ML XPE CT FR PLAS AMB X 60 ML + COP  X 10 ML,R5C - EXPECTORANTES,Similar,Regulado,15.75,15.75,17.90,17.90,18.98,18.98,19.09,19.09,19.21,19.21,19.44,19.44,19.57,19.57,19.69,19.69,19.81,19.94,19.94,20.19,20.19,21.77,21.77,24.75,24.75,26.24,26.24,26.39,26.39,26.56,26.56,26.87,26.87,27.05,27.05,27.22,27.22,27.39,27.57,27.57,27.91,27.91,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS SA,552922100151403,1057300190041,7896658046902,    -     ,    -     ,MELYSSE,5 MG/ML XPE CT FR PLAS AMB X 60 ML + COP X 10 ML,R5C - EXPECTORANTES,Similar,Regulado,11.80,11.80,13.41,13.41,14.22,14.22,14.30,14.30,14.39,14.39,14.57,14.57,14.66,14.66,14.75,14.75,14.84,14.94,14.94,15.13,15.13,16.31,16.31,18.54,18.54,19.66,19.66,19.77,19.77,19.89,19.89,20.14,20.14,20.27,20.27,20.39,20.39,20.52,20.65,20.65,20.92,20.92,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS SA,500501201132417,1057301270065,7896658002113,    -     ,    -     ,BRONDILAT,10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML,R5C - EXPECTORANTES,Similar,Regulado,43.15,43.15,49.03,49.03,51.99,51.99,52.30,52.30,52.62,52.62,53.27,53.27,53.60,53.60,53.94,53.94,54.28,54.62,54.62,55.32,55.32,59.65,59.65,67.78,67.78,71.87,71.87,72.30,72.30,72.74,72.74,73.64,73.64,74.10,74.10,74.57,74.57,75.04,75.51,75.51,76.48,76.48,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS SA,500501202139415,1057301270073,7896658002120,    -     ,    -     ,BRONDILAT,5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP  X 10 ML,R5C - EXPECTORANTES,Similar,Regulado,29.12,29.12,33.09,33.09,35.08,35.08,35.30,35.30,35.51,35.51,35.95,35.95,36.17,36.17,36.40,36.40,36.63,36.86,36.86,37.33,37.33,40.26,40.26,45.74,45.74,48.50,48.50,48.80,48.80,49.09,49.09,49.70,49.70,50.00,50.00,50.32,50.32,50.64,50.96,50.96,51.61,51.61,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS SA,500501204131314,1057301270091,7896658012167,    -     ,    -     ,BRONDILAT,10 MG/ML XPE CT FR PLAS AMB X 60 ML + COP  X 10 ML,R5C - EXPECTORANTES,Similar,Regulado,21.54,21.54,24.48,24.48,25.95,25.95,26.11,26.11,26.27,26.27,26.59,26.59,26.76,26.76,26.93,26.93,27.09,27.27,27.27,27.62,27.62,29.78,29.78,33.84,33.84,35.87,35.87,36.10,36.10,36.32,36.32,36.76,36.76,36.99,36.99,37.23,37.23,37.45,37.70,37.70,38.18,38.18,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS SA,500501203135316,1057301270111,7896658012174,    -     ,    -     ,BRONDILAT,5 MG/ML XPE CT FR PLAS AMB X 60 ML + COP X 10 ML,R5C - EXPECTORANTES,Similar,Regulado,14.58,14.58,16.57,16.57,17.57,17.57,17.67,17.67,17.78,17.78,18.00,18.00,18.11,18.11,18.23,18.23,18.34,18.46,18.46,18.69,18.69,20.16,20.16,22.91,22.91,24.29,24.29,24.43,24.43,24.58,24.58,24.88,24.88,25.04,25.04,25.20,25.20,25.35,25.52,25.52,25.84,25.84,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS SA,552920020116317,1057306090014,7896181924098,    -     ,    -     ,ACEBROFILINA,5 MG/ML XPE CT FR VD AMB X 120 ML + COP,R5C - EXPECTORANTES,Genérico,Regulado,18.07,18.07,20.53,20.53,21.77,21.77,21.90,21.90,22.04,22.04,22.31,22.31,22.45,22.45,22.59,22.59,22.73,22.87,22.87,23.17,23.17,24.98,24.98,28.38,28.38,30.10,30.10,30.28,30.28,30.47,30.47,30.84,30.84,31.04,31.04,31.23,31.23,31.42,31.62,31.62,32.03,32.03,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
ACEBROFILINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS SA,552920020116417,1057306090022,7896181924081,    -     ,    -     ,ACEBROFILINA,10 MG/ML XPE CT FR VD AMB X 120 ML + CP MED,R5C - EXPECTORANTES,Genérico,Regulado,25.58,25.58,29.07,29.07,30.82,30.82,31.01,31.01,31.20,31.20,31.58,31.58,31.78,31.78,31.98,31.98,32.18,32.38,32.38,32.79,32.79,35.36,35.36,40.19,40.19,42.61,42.61,42.87,42.87,43.13,43.13,43.66,43.66,43.93,43.93,44.21,44.21,44.49,44.76,44.76,45.33,45.33,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
ACEBROFILINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS SA,552920020116517,1057306090030,7896181924098,    -     ,    -     ,ACEBROFILINA,5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED,R5C - EXPECTORANTES,Genérico,Regulado,18.07,18.07,20.53,20.53,21.77,21.77,21.90,21.90,22.04,22.04,22.31,22.31,22.45,22.45,22.59,22.59,22.73,22.87,22.87,23.17,23.17,24.98,24.98,28.38,28.38,30.10,30.10,30.28,30.28,30.47,30.47,30.84,30.84,31.04,31.04,31.23,31.23,31.42,31.62,31.62,32.03,32.03,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS SA,552920020116617,1057306090049,7896181924081,    -     ,    -     ,ACEBROFILINA,10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED,R5C - EXPECTORANTES,Genérico,Regulado,25.58,25.58,29.07,29.07,30.82,30.82,31.01,31.01,31.20,31.20,31.58,31.58,31.78,31.78,31.98,31.98,32.18,32.38,32.38,32.79,32.79,35.36,35.36,40.19,40.19,42.61,42.61,42.87,42.87,43.13,43.13,43.66,43.66,43.93,43.93,44.21,44.21,44.49,44.76,44.76,45.33,45.33,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526116090097106,1058303150030,7896004710488,    -     ,    -     ,ACEBROFILINA,5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP,R5C - EXPECTORANTES,Genérico,Regulado,18.08,18.08,20.55,20.55,21.78,21.78,21.92,21.92,22.05,22.05,22.32,22.32,22.46,22.46,22.60,22.60,22.74,22.89,22.89,23.18,23.18,24.99,24.99,28.41,28.41,30.11,30.11,30.30,30.30,30.48,30.48,30.86,30.86,31.05,31.05,31.24,31.24,31.44,31.64,31.64,32.04,32.04,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
ACEBROFILINA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526116090097406,1058303150049,7896004710495,    -     ,    -     ,ACEBROFILINA,10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP,R5C - EXPECTORANTES,Genérico,Regulado,24.64,24.64,28.00,28.00,29.69,29.69,29.87,29.87,30.05,30.05,30.42,30.42,30.61,30.61,30.80,30.80,30.99,31.19,31.19,31.59,31.59,34.06,34.06,38.71,38.71,41.04,41.04,41.29,41.29,41.54,41.54,42.05,42.05,42.32,42.32,42.58,42.58,42.84,43.12,43.12,43.67,43.67,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,17.562.075/0001-69,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,506324080043904,1156001860019,7898495607872,    -     ,    -     ,BRONCOMUCOL,10 MG/ML XPE CT FR VD AMB X 120 ML + COP ,R5C - EXPECTORANTES,Similar,Regulado,22.46,22.46,25.52,25.52,27.06,27.06,27.22,27.22,27.39,27.39,27.73,27.73,27.90,27.90,28.08,28.08,28.25,28.43,28.43,28.79,28.79,31.05,31.05,35.28,35.28,37.41,37.41,37.63,37.63,37.87,37.87,38.34,38.34,38.57,38.57,38.82,38.82,39.05,39.30,39.30,39.80,39.80,Não,Não,Não,Não,,Positiva,Não,- (*) ,Sim
ACEBROFILINA,17.562.075/0001-69,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,506324080044004,1156001860027,7898495607803,    -     ,    -     ,BRONCOMUCOL,5 MG/ML XPE CT FR VD AMB X 120 ML + COP,R5C - EXPECTORANTES,Similar,Regulado,16.10,16.10,18.30,18.30,19.40,19.40,19.52,19.52,19.63,19.63,19.88,19.88,20.00,20.00,20.13,20.13,20.25,20.38,20.38,20.64,20.64,22.26,22.26,25.30,25.30,26.82,26.82,26.99,26.99,27.14,27.14,27.48,27.48,27.65,27.65,27.83,27.83,27.99,28.17,28.17,28.53,28.53,Não,Não,Não,Não,,Positiva,Não,- (*) ,Sim
ACEBROFILINA,92.265.552/0009-05,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,607023020084517,1181902750028,7895296271042,    -     ,    -     ,ACEBROFILINA,5 MG/ML XPE CT FR PLAS AMB X 120 ML + COP,R5C - EXPECTORANTES,Genérico,Regulado,18.96,18.96,21.55,21.55,22.84,22.84,22.98,22.98,23.12,23.12,23.41,23.41,23.55,23.55,23.70,23.70,23.85,24.00,24.00,24.31,24.31,26.21,26.21,29.79,29.79,31.57,31.57,31.77,31.77,31.96,31.96,32.36,32.36,32.56,32.56,32.76,32.76,32.97,33.18,33.18,33.61,33.61,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,92.265.552/0009-05,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA,607023020084617,1181902750044,7895296271035,    -     ,    -     ,ACEBROFILINA,10 MG/ML XPE CT FR PLAS AMB X 120 ML + COP,R5C - EXPECTORANTES,Genérico,Regulado,28.05,28.05,31.88,31.88,33.80,33.80,34.00,34.00,34.21,34.21,34.63,34.63,34.84,34.84,35.06,35.06,35.28,35.51,35.51,35.96,35.96,38.78,38.78,44.07,44.07,46.73,46.73,47.00,47.00,47.29,47.29,47.87,47.87,48.16,48.16,48.47,48.47,48.77,49.09,49.09,49.71,49.71,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,73.856.593/0001-66,PRATI DONADUZZI & CIA LTDA,528525712137112,1256801590128,7898148292790,    -     ,    -     ,ACEBROFILINA,5 MG/ ML XPE CX 50 FR PLAS OPC X 120 ML + 50 COP,R5C - EXPECTORANTES,Genérico,Regulado,543.89,543.89,618.06,618.06,655.29,655.29,659.26,659.26,663.28,663.28,671.47,671.47,675.64,675.64,679.86,679.86,684.14,688.47,688.47,697.29,697.29,,,,,,,,,,,,,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,02.814.497/0001-07,CIMED INDUSTRIA S.A.,506409801136113,1438101310011,7896523209111,    -     ,    -     ,ACEBROFILINA,10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED ,R5C - EXPECTORANTES,Genérico,Regulado,23.64,23.64,26.86,26.86,28.48,28.48,28.65,28.65,28.83,28.83,29.19,29.19,29.37,29.37,29.55,29.55,29.74,29.92,29.92,30.31,30.31,32.68,32.68,37.13,37.13,39.37,39.37,39.61,39.61,39.86,39.86,40.35,40.35,40.60,40.60,40.85,40.85,41.11,41.36,41.36,41.90,41.90,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Sim
ACEBROFILINA,02.814.497/0001-07,CIMED INDUSTRIA S.A.,506409802132111,1438101310021,7896523209128,    -     ,    -     ,ACEBROFILINA,5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED,R5C - EXPECTORANTES,Genérico,Regulado,17.05,17.05,19.38,19.38,20.54,20.54,20.67,20.67,20.79,20.79,21.05,21.05,21.18,21.18,21.31,21.31,21.45,21.58,21.58,21.86,21.86,23.57,23.57,26.79,26.79,28.40,28.40,28.58,28.58,28.74,28.74,29.10,29.10,29.28,29.28,29.46,29.46,29.65,29.83,29.83,30.22,30.22,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Sim
ACEBROFILINA,02.814.497/0001-07,CIMED INDUSTRIA S.A.,506414100028706,1438101310038,7896523209098,    -     ,    -     ,ACEBROFILINA,10 MG/ML XPE CX 50 FR PLAS AMB X 120 ML + 50 CP MED (EMB HOSP),R5C - EXPECTORANTES,Genérico,Regulado,442.38,442.38,502.70,502.70,532.99,532.99,536.22,536.22,539.49,539.49,546.15,546.15,549.54,549.54,552.98,552.98,556.45,559.97,559.97,567.15,567.15,611.56,611.56,694.95,694.95,736.83,736.83,741.29,741.29,745.81,745.81,755.02,755.02,759.71,759.71,764.46,764.46,769.26,774.13,774.13,784.05,784.05,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Não
ACEBROFILINA,02.814.497/0001-07,CIMED INDUSTRIA S.A.,506414100028606,1438101310046,7896523209104,    -     ,    -     ,ACEBROFILINA,5 MG/ML XPE CX 50 FR PLAS AMB X 120 ML + 50 CP MED (EMB HOSP),R5C - EXPECTORANTES,Genérico,Regulado,432.81,432.81,491.83,491.83,521.46,521.46,524.62,524.62,527.82,527.82,534.33,534.33,537.65,537.65,541.01,541.01,544.42,547.86,547.86,554.88,554.88,598.33,598.33,679.93,679.93,720.89,720.89,725.26,725.26,729.68,729.68,738.68,738.68,743.27,743.27,747.91,747.91,752.63,757.38,757.38,767.09,767.09,Não,Não,Não,Não,(2),Positiva,Sim,- (*) ,Não
ACEBROFILINA,03.485.572/0001-04,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,510413402133412,1542301160018,7899095203594,    -     ,    -     ,BRONTEK,10 MG/ML XPE CT FR VD AMB X 120 ML + COP,R5C - EXPECTORANTES,Similar,Regulado,34.55,34.55,39.26,39.26,41.63,41.63,41.88,41.88,42.13,42.13,42.65,42.65,42.92,42.92,43.19,43.19,43.46,43.73,43.73,44.29,44.29,47.76,47.76,54.27,54.27,57.55,57.55,57.90,57.90,58.24,58.24,58.96,58.96,59.33,59.33,59.71,59.71,60.08,60.45,60.45,61.23,61.23,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,03.485.572/0001-04,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,510413401137414,1542301160034,7899095203600,    -     ,    -     ,BRONTEK,5 MG/ML XPE CT FR VD AMB X 120 ML + COP,R5C - EXPECTORANTES,Similar,Regulado,24.80,24.80,28.18,28.18,29.88,29.88,30.06,30.06,30.24,30.24,30.62,30.62,30.81,30.81,31.00,31.00,31.19,31.39,31.39,31.79,31.79,34.28,34.28,38.96,38.96,41.31,41.31,41.56,41.56,41.81,41.81,42.33,42.33,42.59,42.59,42.86,42.86,43.12,43.39,43.39,43.95,43.95,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,03.485.572/0001-04,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,510413301132119,1542301230016,7899095233027,    -     ,    -     ,ACEBROFILINA,10MG/ML XPE CT FR VD AMB X 120ML + COP,R5C - EXPECTORANTES,Genérico,Regulado,28.00,28.00,31.82,31.82,33.73,33.73,33.94,33.94,34.15,34.15,34.57,34.57,34.78,34.78,35.00,35.00,35.22,35.44,35.44,35.90,35.90,38.71,38.71,43.99,43.99,46.63,46.63,46.92,46.92,47.21,47.21,47.79,47.79,48.08,48.08,48.39,48.39,48.69,48.99,48.99,49.63,49.63,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,03.485.572/0001-04,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,510413302139117,1542301230032,7899095233034,    -     ,    -     ,ACEBROFILINA,5MG/ML XPE CT FR VD AMB X 120ML + COP,R5C - EXPECTORANTES,Genérico,Regulado,18.94,18.94,21.52,21.52,22.82,22.82,22.96,22.96,23.10,23.10,23.38,23.38,23.53,23.53,23.68,23.68,23.82,23.97,23.97,24.28,24.28,26.18,26.18,29.75,29.75,31.55,31.55,31.74,31.74,31.93,31.93,32.32,32.32,32.53,32.53,32.74,32.74,32.93,33.14,33.14,33.57,33.57,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,504617090065718,1558403980010,7896714214115,    -     ,    -     ,ACEBROFILINA,5 MG/ML XPE CT FR VD AMB X 120 ML + COP,R5C - EXPECTORANTES,Genérico,Regulado,17.80,17.80,20.23,20.23,21.45,21.45,21.58,21.58,21.71,21.71,21.98,21.98,22.11,22.11,22.25,22.25,22.39,22.53,22.53,22.82,22.82,24.61,24.61,27.97,27.97,29.65,29.65,29.83,29.83,30.01,30.01,30.39,30.39,30.57,30.57,30.76,30.76,30.95,31.15,31.15,31.55,31.55,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Sim
ACEBROFILINA,05.161.069/0001-10,BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.,504617090065618,1558403980037,7896714214146,    -     ,    -     ,ACEBROFILINA,10 MG/ML XPE CT FR VD AMB X 120 ML + COP,R5C - EXPECTORANTES,Genérico,Regulado,24.16,24.16,27.45,27.45,29.11,29.11,29.28,29.28,29.46,29.46,29.83,29.83,30.01,30.01,30.20,30.20,30.39,30.58,30.58,30.97,30.97,33.40,33.40,37.95,37.95,40.24,40.24,40.48,40.48,40.73,40.73,41.24,41.24,41.49,41.49,41.75,41.75,42.01,42.28,42.28,42.81,42.81,Não,Não,Não,Não,,Positiva,Sim,- (*) ,Sim
ACEBROFILINA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538820020071607,1677301840034,7896004710532,    -     ,    -     ,BRONCOLEX,5 MG/ML XPE INF CT FR PLAS AMB X 120 ML + COP,R5C - EXPECTORANTES,Similar,Regulado,18.78,18.78,21.34,21.34,22.63,22.63,22.76,22.76,22.90,22.90,23.19,23.19,23.33,23.33,23.48,23.48,23.62,23.77,23.77,24.08,24.08,25.96,25.96,29.50,29.50,31.28,31.28,31.46,31.46,31.66,31.66,32.06,32.06,32.25,32.25,32.46,32.46,32.65,32.86,32.86,33.29,33.29,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
ACEBROFILINA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,538820020071707,1677301840042,7896004710549,    -     ,    -     ,BRONCOLEX,10 MG/ML XPE AD CT FR PLAS AMB X 120 ML + COP,R5C - EXPECTORANTES,Similar,Regulado,25.58,25.58,29.07,29.07,30.82,30.82,31.01,31.01,31.20,31.20,31.58,31.58,31.78,31.78,31.98,31.98,32.18,32.38,32.38,32.79,32.79,35.36,35.36,40.19,40.19,42.61,42.61,42.87,42.87,43.13,43.13,43.66,43.66,43.93,43.93,44.21,44.21,44.49,44.76,44.76,45.33,45.33,Não,Não,Não,Não,,Positiva,Não,Tarja Vermelha,Sim
ACEBROFILINA,12.022.755/0001-76,GALLIA INDUSTRIA FARMACEUTICA LTDA,589021070000517,1887100060015,7898582271696,    -     ,    -     ,RESPIRAN,5 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED,R5C - EXPECTORANTES,Similar,Regulado,19.76,19.76,22.45,22.45,23.81,23.81,23.95,23.95,24.10,24.10,24.40,24.40,24.55,24.55,24.70,24.70,24.86,25.01,25.01,25.33,25.33,27.32,27.32,31.04,31.04,32.92,32.92,33.11,33.11,33.32,33.32,33.73,33.73,33.94,33.94,34.15,34.15,34.37,34.57,34.57,35.02,35.02,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACEBROFILINA,12.022.755/0001-76,GALLIA INDUSTRIA FARMACEUTICA LTDA,589021070000617,1887100060023,7898582271672,    -     ,    -     ,RESPIRAN,10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED,R5C - EXPECTORANTES,Similar,Regulado,28.51,28.51,32.40,32.40,34.35,34.35,34.56,34.56,34.77,34.77,35.20,35.20,35.42,35.42,35.64,35.64,35.86,36.09,36.09,36.55,36.55,39.41,39.41,44.79,44.79,47.49,47.49,47.78,47.78,48.07,48.07,48.66,48.66,48.97,48.97,49.27,49.27,49.57,49.89,49.89,50.53,50.53,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha,Sim
ACECLOFENACO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508011303163310,1004308170014,7891317412661,    -     ,    -     ,PROFLAM,15 MG/G CREM CT TB AL X 30 G,M2A - ANTIRREUMÁTICOS E ANALGÉSICOS TÓPICOS,Novo,Liberado,26.68,29.88,34.53,30.32,36.92,32.14,37.18,32.34,37.44,32.53,37.98,32.94,38.25,33.14,38.53,33.35,38.81,39.09,33.77,39.68,34.20,36.88,40.08,46.12,41.92,49.21,44.43,49.55,44.71,49.88,44.97,50.58,45.54,50.92,45.81,51.28,46.10,51.64,52.00,46.69,52.76,47.28,Não,Não,Não,Não,,Negativa,Sim,- (*) ,Sim
